,file_name,turn_name,start_time,end_time,text,emotion,audioSplitFilename
75,Ses01F_impro03,F003,15.87,20.4867,Chuck.,happy,output76.wav
76,Ses01F_impro03,M004,20.2532,22.83,Did you propose to you?,surprised,output77.wav
77,Ses01F_impro03,F004,21.75,25.52,Um- Yes.  It was very romantic.,happy,output78.wav
78,Ses01F_impro03,F005,25.5584,28.14,It was at the slot machines.,happy,output79.wav
79,Ses01F_impro03,M005,27.28,29.65,Oh.  The Wheel of Fortune slots?,neutral,output80.wav
80,Ses01F_impro03,F006,28.37,34.71,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",happy,output81.wav
81,Ses01F_impro03,M006,34.25,36.34,He turned to you and was like...,neutral,output82.wav
82,Ses01F_impro03,F007,35.6349,40.1,Hey.  Let's get married and I said okay.,excited,output83.wav
83,Ses01F_impro03,M007,37.7175,40.47,That's really romantic.,happy,output84.wav
84,Ses01F_impro03,F008,40.12,42.79,"Yeah.  Well.  You know, because he's leaving the next day.",happy,output85.wav
85,Ses01F_impro03,M008,42.09,43.41,Yeah.,neutral,output86.wav
86,Ses01F_impro03,F009,42.84,44.54,But we're going to have a honeymoon cruise.,happy,output87.wav
87,Ses01F_impro03,M009,44.16,49.07,"Does that mean that you're going to get citizenship, too, in- in England or whatever?",neutral,output88.wav
88,Ses01F_impro03,F010,47.87,51.075,Oh.  I hadn't even thought about that.,happy,output89.wav
89,Ses01F_impro03,M010,49.61,52.43,Yeah.  Think about that.,excited,output90.wav
90,Ses01F_impro03,F011,51.36,53.4925,"He's not going to be a citizen, though.",neutral,output91.wav
91,Ses01F_impro03,M011,52.92,56.85,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,neutral,output92.wav
92,Ses01F_impro03,F012,55.865,58.15,Oh.  Totally.,happy,output93.wav
93,Ses01F_impro03,M012,57.46,61.375,"Oh, how are you going to do the long distance thing?  So wait, are you going to move there?",neutral,output94.wav
94,Ses01F_impro03,F013,60.73,65.86,I guess I'll-  I guess I'll have an internet husband.,happy,output95.wav
95,Ses01F_impro03,M013,65.6425,68.44,Like you need another one of those.,happy,output96.wav
96,Ses01F_impro03,F014,68.01,73.75,I have an internet boyfriend.  I guess I'll have to juggle the two.  Is that cheating?  I don't know. Hmm.,excited,output97.wav
97,Ses01F_impro03,M014,73.41,76.9975,Is that your phone?,happy,output98.wav
98,Ses01F_impro03,F015,74.2675,78.8425,"Yeah, so He's calling me now",excited,output99.wav
99,Ses01F_impro03,M015,78.32,80.5,He loves you.,happy,output100.wav
100,Ses01F_impro03,F016,79.035,81.0875,"He likes to keep tabs, you know.",happy,output101.wav
101,Ses01F_impro03,M016,80.7175,82.5225,How much did he win at the slot?,neutral,output102.wav
102,Ses01F_impro03,F017,82.0975,85.08,"Uh, I think seven hundred and fifty dollars.",neutral,output103.wav
103,Ses01F_impro03,M017,84.6925,87.36,Really? Penny slots?,surprised,output104.wav
104,Ses01F_impro03,F018,85.1,88.0225,Penny slots. That's what he plays.,neutral,output105.wav
105,Ses01F_impro03,M018,87.6425,89.08,Wow.,surprised,output106.wav
106,Ses01F_impro03,F019,88.08,89.5,Yeah.,neutral,output107.wav
107,Ses01F_impro03,M019,89.12,93.91,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,neutral,output108.wav
108,Ses01F_impro03,F020,91.235,92.615,Oh.,surprised,output109.wav
109,Ses01F_impro03,F021,92.75,98.21,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,happy,output110.wav
110,Ses01F_impro03,M020,97.03,101.65,"But the pennies always get you because you end up spending like, you know, fifty bucks.",neutral,output111.wav
111,Ses01F_impro03,F022,99.7775,102.03,Fifty bucks. Mmhmm.,neutral,output112.wav
112,Ses01F_impro03,M021,101.67,104.35,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",neutral,output113.wav
113,Ses01F_impro03,F023,102.62,103.4625,Yeah.,neutral,output114.wav
114,Ses01F_impro03,F024,103.78,108.1825,Well so now we're married. We have cat children.,happy,output115.wav
115,Ses01F_impro03,M022,105.29,106.95,Awesome.,excited,output116.wav
116,Ses01F_impro03,M023,107.71,111.4,Cat babies.,happy,output117.wav
117,Ses01F_impro03,F025,110.23,114.16,"We renamed Brenda, Lumber Janet.",happy,output118.wav
118,Ses01F_impro03,M024,117.36,119.58,That's fear enough.,neutral,output119.wav
119,Ses01F_impro03,F026,114.19,120.2,She needs a new name each state that we go into. ,happy,output120.wav
120,Ses01F_impro04,M000,2.7418,6.6575,"Have you tried, uh, Craig's List?",neutral,output121.wav
121,Ses01F_impro04,F000,7.2455,11.64,"Uh, what?  Craig's List?  Oh the internet thing?",neutral,output122.wav
122,Ses01F_impro04,M001,10.46,12.13,Yeah.,neutral,output123.wav
123,Ses01F_impro04,F001,11.7448,16.15,I don't know.  Isn't that-- that's all like escort services and things like that.,neutral,output124.wav
124,Ses01F_impro04,M002,15.64,18.9,No.  There's regular jobs on there.,neutral,output125.wav
125,Ses01F_impro04,F002,18.6,30.8976,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",frustration,output126.wav
126,Ses01F_impro04,M003,26.91,28.71,Uh huh.,neutral,output127.wav
127,Ses01F_impro04,M004,30.88,35.5225,I'm just saying I have a friend that got a good job on it so I was just recommending it.,neutral,output128.wav
128,Ses01F_impro04,F003,35.009,37.8,What kind of a job?,disgust,output129.wav
129,Ses01F_impro04,M005,37.19,40.53,He's like a manager for a theatre.,neutral,output130.wav
130,Ses01F_impro04,F004,40.23,41.95,Really?,surprised,output131.wav
131,Ses01F_impro04,M006,40.54,43.576,He's like a house manager. Yeah.  It's a good job.,neutral,output132.wav
132,Ses01F_impro04,F005,43.35,45.7596,He just...,neutral,output133.wav
133,Ses01F_impro04,F006,46.2735,49.83,you know what?  I heard about that job.  I applied for that.,neutral,output134.wav
134,Ses01F_impro04,M007,49.39,50.58,You did?,neutral,output135.wav
135,Ses01F_impro04,F007,50.11,54.31,Yeah.  I saw a posting at the theatre.,frustration,output136.wav
136,Ses01F_impro04,M008,55.21,56.33,Yeah.,neutral,output137.wav
137,Ses01F_impro04,F008,54.37,55.67,He got it?,surprised,output138.wav
138,Ses01F_impro04,M009,56.35,59.0245,You've been looking for a job for a long time; that was a long time ago.  Right?,neutral,output139.wav
139,Ses01F_impro04,F009,58.71,60.0937,Yeah.,neutral,output140.wav
140,Ses01F_impro04,M010,59.8,61.55,Hmm.,neutral,output141.wav
141,Ses01F_impro04,F010,60.6771,66.5275,What did he do?  What was so great?  I don't understand why they would pick him over me.,disgust,output142.wav
142,Ses01F_impro04,M011,65.97,69.77,I don't know.  He had a really good resume I guess and--,neutral,output143.wav
143,Ses01F_impro04,F011,69.43,70.94,A resume?,disgust,output144.wav
144,Ses01F_impro04,M012,70.38,72.7264,Yeah.  Do you have a resume?,neutral,output145.wav
145,Ses01F_impro04,F012,72.13,74.73,No.,disgust,output146.wav
146,Ses01F_impro04,M013,73.7473,77.15,It's kind of helpful when getting a job.,neutral,output147.wav
147,Ses01F_impro04,F013,76.49,80.7269,I just- I mean I call people up and I tell them what I'm good at.,neutral,output148.wav
148,Ses01F_impro04,M014,80.1435,87.81,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,neutral,output149.wav
149,Ses01F_impro04,F014,85.49,86.98,Yeah.,neutral,output150.wav
150,Ses01F_impro04,F015,87.2203,93.33,I don't like- I don't like sending things in the mail.  I don't want my information out there.,frustration,output151.wav
151,Ses01F_impro04,M015,92.37,99.27,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",neutral,output152.wav
152,Ses01F_impro04,F016,97.41,101.0475,I'm there in front of them.  I'm telling them what I'm good at.,frustration,output153.wav
153,Ses01F_impro04,M016,100.485,103.47,"Yeah.  But the piece of paper helps, too.",neutral,output154.wav
154,Ses01F_impro04,F017,102.78,105.415,Why?  It's a piece of paper.,frustration,output155.wav
155,Ses01F_impro04,M017,104.97,107.78,"No.  But it has an outline, you know.",neutral,output156.wav
156,Ses01F_impro04,F018,106.17,111.86,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",frustration,output157.wav
157,Ses01F_impro04,M018,111.66,117.725,"I know.  Okay.  Well, um. Maybe--",neutral,output158.wav
158,Ses01F_impro04,F019,114.92,122.31,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",frustration,output159.wav
159,Ses01F_impro04,M019,118.46,119.77,Yeah.,neutral,output160.wav
160,Ses01F_impro04,M020,121.5,123.42,"Okay, yeah.  I would imagine.",neutral,output161.wav
161,Ses01F_impro04,F020,122.4,129.93,I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way.,disgust,output162.wav
162,Ses01F_impro04,M021,129.43,139.16,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",neutral,output163.wav
163,Ses01F_impro04,F021,133.74,137.44,"That's baloney, that's baloney.",frustration,output164.wav
164,Ses01F_impro04,F022,138.13,139.89,Please.,frustration,output165.wav
165,Ses01F_impro04,M022,139.5219,141.8225,maybe get a car.,neutral,output166.wav
166,Ses01F_impro04,M023,144.9125,149.51,"I just, you know, think you should try a little harder maybe.",neutral,output167.wav
167,Ses01F_impro04,F023,148.55,152.85,you think that you're better than me because I don't have a car?,frustration,output168.wav
168,Ses01F_impro04,M024,151.84,154.03,I didn't say that.,neutral,output169.wav
169,Ses01F_impro04,F024,153.18,155.2925,"You know, you're riding the bus, too.",frustration,output170.wav
170,Ses01F_impro04,M025,154.6,157.8,"I am riding the bus, but by choice.",neutral,output171.wav
171,Ses01F_impro04,F025,157.1625,159.7,Why?  What choice?,frustration,output172.wav
172,Ses01F_impro04,M026,158.95,161.35,"To save the environment, carpool.",neutral,output173.wav
173,Ses01F_impro04,F026,161.0787,163.78,You're saving the environment. mmhmm,frustration,output174.wav
174,Ses01F_impro04,M027,162.12,164.7825,Yes.  One less car at a time.,neutral,output175.wav
175,Ses01F_impro04,F027,164.3925,167.565,Interesting.  That's fantastic.,frustration,output176.wav
176,Ses01F_impro04,M028,165.47,166.71,Mmhmm.,neutral,output177.wav
177,Ses01F_impro04,M029,167.05,171.43,"You know, you don't have to take out your frustration on me, you know, just because...",frustration,output178.wav
178,Ses01F_impro04,F028,170.83,172.84,I'm not frustrated.,anger,output179.wav
179,Ses01F_impro04,M030,171.75,175.26,you can't get a job and refuse to have a resume.,frustration,output180.wav
180,Ses01F_impro04,F029,175.27,178.43,Who do you think you are?,anger,output181.wav
181,Ses01F_impro04,M031,178.0033,180.865,I don't think I'm anyone.,neutral,output182.wav
182,Ses01F_impro04,M032,182.82,185.54,I- I-I didn't-- okay.,neutral,output183.wav
183,Ses01F_impro04,F030,180.3025,183.4875,You are so high and mighty.  I just--,anger,output184.wav
184,Ses01F_impro04,F031,184.47,188.87,Oh. I'm saving the environment. I'm riding this car because I- I want to.,anger,output185.wav
185,Ses01F_impro04,M033,186.12,187.4625,What?  No.,disgust,output186.wav
186,Ses01F_impro04,M034,188.01,190.71,What? Oh.  So now you're...,frustration,output187.wav
187,Ses01F_impro04,F032,189.12,192.02,"The bus, I'm riding the bus because I want to.",anger,output188.wav
188,Ses01F_impro04,M035,191.28,195.13,you know what?  You don't have to take your anger and your hurt out on me.,frustration,output189.wav
189,Ses01F_impro04,F033,193.5875,199.4325,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,anger,output190.wav
190,Ses01F_impro04,M036,200.215,202.0825,Why not?,neutral,output191.wav
191,Ses01F_impro05,F000,4.24,5.23,Hi.,frustration,output192.wav
192,Ses01F_impro05,M000,3.61,5.19,Hi.  Thanks for waiting.,neutral,output193.wav
193,Ses01F_impro05,F001,5.26,7.16,Yeah. This is the fourth line that I have been in.,frustration,output194.wav
194,Ses01F_impro05,M001,5.21,6.44,Can I help you?,happy,output195.wav
195,Ses01F_impro05,M002,6.6,7.71,Uh huh.,happy,output196.wav
196,Ses01F_impro05,F002,7.35,8.85,I need my bag.,frustration,output197.wav
197,Ses01F_impro05,M003,8.32,9.8,Okay.,anger,output198.wav
198,Ses01F_impro05,F003,9.2,13.02,"I flew in over three hours ago, I've been in four different lines.",frustration,output199.wav
199,Ses01F_impro05,M004,12.26,13.78,Okay.,neutral,output200.wav
200,Ses01F_impro05,F004,13.04,22.74,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,frustration,output201.wav
201,Ses01F_impro05,M005,21.84,25.9,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,neutral,output202.wav
202,Ses01F_impro05,F005,25.35,26.76,Nash.,frustration,output203.wav
203,Ses01F_impro05,M006,25.99,27.7272,Okay.,neutral,output204.wav
204,Ses01F_impro05,F006,28.24,29.91,No G.,disgust,output205.wav
205,Ses01F_impro05,M007,28.29,34.1425,all right- okay.  And you lost your bag? Is that- that the issue?,neutral,output206.wav
206,Ses01F_impro05,F007,32.19,33.5,Yes.,frustration,output207.wav
207,Ses01F_impro05,F008,33.78,35.9,Flight seven fourteen.,anger,output208.wav
208,Ses01F_impro05,M008,34.7,36.52,Uh-huh.,neutral,output209.wav
209,Ses01F_impro05,F009,36.71,44.03,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",anger,output210.wav
210,Ses01F_impro05,M009,36.91,42.76,"Yeah. Yeah, I don't see- I don't see any--",neutral,output211.wav
211,Ses01F_impro05,M010,43.86,49.97,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",neutral,output212.wav
212,Ses01F_impro05,M011,49.97,70.26,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",neutral,output213.wav
213,Ses01F_impro05,F010,69.55,73.76,"Oh, Are you kidding me?",surprised,output214.wav
214,Ses01F_impro05,M012,70.38,73.14,"for such an inconvenience and your bag, but",neutral,output215.wav
215,Ses01F_impro05,F011,73.87,75.5375,Is this a joke?,neutral,output216.wav
216,Ses01F_impro05,M013,73.55,74.99,Yeah.,anger,output217.wav
217,Ses01F_impro05,M014,75.03,76.48,"No, no.",neutral,output218.wav
218,Ses01F_impro05,F012,75.61,80.73,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",anger,output219.wav
219,Ses01F_impro05,M015,80.22,83.2425,"No, no.  This is real.",neutral,output220.wav
220,Ses01F_impro05,F013,82.75,86.06,So you'll give me money and then I'll get my bag?,excited,output221.wav
221,Ses01F_impro05,M016,85.72,93.9575,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",neutral,output222.wav
222,Ses01F_impro05,M017,94.005,100.4,this is the only track record that we have and if it's not listed here then it's probably not anywhere.,neutral,output223.wav
223,Ses01F_impro05,F014,99.52,102.9,"You're kidding me, this is a joke.",anger,output224.wav
224,Ses01F_impro05,M018,100.55,103.68,"Once again, I'm really- I'm really sorry.",fear,output225.wav
225,Ses01F_impro05,F015,103.005,118.5,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,anger,output226.wav
226,Ses01F_impro05,M019,111.28,112.81,Yes.,neutral,output227.wav
227,Ses01F_impro05,M020,118.04,119.37,I know.,neutral,output228.wav
228,Ses01F_impro05,F016,118.53,122.44,We flew in from Paris.  I've been shopping for three weeks.,anger,output229.wav
229,Ses01F_impro05,M021,121.19,129.23,"I'm very sorry.  But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable--",frustration,output230.wav
230,Ses01F_impro05,F017,127.485,136.85,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,anger,output231.wav
231,Ses01F_impro05,M022,131.02,133.25,Okay. Calm,neutral,output232.wav
232,Ses01F_impro05,M023,136.19,143.5,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",neutral,output233.wav
233,Ses01F_impro05,F018,137.715,140.11,Do you understand who my husband is?,anger,output234.wav
234,Ses01F_impro05,F019,140.225,145.6,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",anger,output235.wav
235,Ses01F_impro05,M024,144.85,151.16,"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",neutral,output236.wav
236,Ses01F_impro05,F020,149.365,153.8,Oh-Oh.  It's a gift.  You're-You're helping me out here?,anger,output237.wav
237,Ses01F_impro05,M025,151.335,152.71,It's a gift.,neutral,output238.wav
238,Ses01F_impro05,M026,152.8325,158.58,"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",neutral,output239.wav
239,Ses01F_impro05,F021,155.6,160.36,You are cruising for a bruising.  You are in so much trouble.,anger,output240.wav
240,Ses01F_impro05,M027,159.66,161.37,With the amount of--,neutral,output241.wav
241,Ses01F_impro05,F022,160.41,163.7975,Who's in charge?  Who is the president of Jet Blue?,anger,output242.wav
242,Ses01F_impro05,M028,163.25,166.99,"Um, actually, I don't know. I don't know. Oh really?",neutral,output243.wav
243,Ses01F_impro05,F023,163.88,165.8,Because I probably know him.,anger,output244.wav
244,Ses01F_impro05,F024,166.33,167.71,Yeah.,anger,output245.wav
245,Ses01F_impro05,M029,167.15,173.63,Well then maybe you can just call him and he can give you more money.  But right now all I can do--,neutral,output246.wav
246,Ses01F_impro05,F025,171.09,174.2,"I don't want money, I want my clothes.",anger,output247.wav
247,Ses01F_impro05,M030,173.7325,178.2625,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",neutral,output248.wav
248,Ses01F_impro05,F026,177.6025,179.09,What's your name?,anger,output249.wav
249,Ses01F_impro05,M031,178.59,180.87,Oh.  My name is Sean. Hi.,neutral,output250.wav
250,Ses01F_impro05,F027,179.22,183.845,Sean.  Great. Do you have a badge number or something?,disgust,output251.wav
251,Ses01F_impro05,M032,183.14,189.3875,"Badge number?  Uh, no.  You can just take my employee number I guess.",surprised,output252.wav
252,Ses01F_impro05,F028,188.78,190.8975,Okay.  I'll do that.,anger,output253.wav
253,Ses01F_impro05,M033,190.23,196.9,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.,surprised,output254.wav
254,Ses01F_impro05,F029,195.38,199.33,I don't think you have done everything you could do because I don't have my bag here yet.,anger,output255.wav
255,Ses01F_impro05,M034,198.66,205.17,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--",neutral,output256.wav
256,Ses01F_impro05,F030,202.86,206.17,A letter? I'll make a personal phone call.,anger,output257.wav
257,Ses01F_impro05,M035,205.63,211.94,"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",neutral,output258.wav
258,Ses01F_impro06,M000,11.46,14.74,"I'm sorry, Joy.",sad,output259.wav
259,Ses01F_impro06,F000,14.7939,18.17,It's okay.,neutral,output260.wav
260,Ses01F_impro06,M001,18.49,24.91,Is there anything I can get you?  Do you want me to take care of anything for you or...?,neutral,output261.wav
261,Ses01F_impro06,F001,24.02,25.69,"No, no, no.",neutral,output262.wav
262,Ses01F_impro06,M002,25.12,26.56,...pick up anything?,neutral,output263.wav
263,Ses01F_impro06,F002,26.07,27.65,No.,sad,output264.wav
264,Ses01F_impro06,M003,28.97,35.02,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,sad,output265.wav
265,Ses01F_impro06,F003,34.45,35.78,That's sweet.,neutral,output266.wav
266,Ses01F_impro06,F004,36.07,38.04,Thank you.,neutral,output267.wav
267,Ses01F_impro06,F005,39.6025,46.29,I went to see her headstone a week or two ago.,sad,output268.wav
268,Ses01F_impro06,F006,47.34,59.38,"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",sad,output269.wav
269,Ses01F_impro06,M004,56.17,57.49,Hmm.,neutral,output270.wav
270,Ses01F_impro06,F007,59.4525,67.4525,So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.,sad,output271.wav
271,Ses01F_impro06,F008,70.22,80.13,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-,sad,output272.wav
